Date,signal,pos_strength,Open,High,Low,Close,Volume,SMA_50,SMA_200,SMA_50_slope,SMA_200_slope,ADX_14,ADX_14_slope,+DI_14,-DI_14,strategy_return,equity_curve,trade_change
2024-10-18,1.0,0.10477824191704613,24664.95,24886.2,24567.65,24854.05,0,25104.957,23310.1485,0.10477824191704613,,24.266330800267806,2.720017654495984,18.047912307819235,34.587092540576805,0.0,100000.0,0.0
2024-10-21,1.0,0.09728687845369004,24956.15,24978.3,24679.6,24781.1,0,25118.238999999998,23325.344499999996,0.09728687845369004,,24.302266048354962,2.472614457062708,19.114626034380578,31.70148390439898,-0.0029351353199982277,99706.48646800018,1.0
2024-10-22,2.0,0.06123890194276547,24798.65,24882.0,24445.8,24472.1,0,25120.331000000002,23339.375999999997,0.06123890194276547,0.1253853015994181,24.988900167459942,2.9776622314246284,16.89754256298335,34.24138248913825,-0.01246918014131737,98463.22832697287,0.0
2024-10-23,-1.0,0.01537528168278289,24378.15,24604.25,24378.1,24435.5,0,25122.101000000002,23353.966999999997,0.01537528168278289,0.12270987037298127,25.798900641238674,6.158415803307447,15.869802303642313,33.97951394378968,-0.002991161363348427,98168.70892269067,1.0
2024-10-24,-1.0,0.027778296392653095,24412.7,24480.65,24341.2,24399.4,0,25127.308999999997,23367.671000000002,0.027778296392653095,0.12123288985963264,26.64650289548684,6.633356077773267,15.253715274020038,33.68763891153805,0.0014773587608192251,98313.73932485591,-3.0
2024-10-25,-1.0,0.023680344251449693,24418.05,24440.25,24073.9,24180.8,0,25128.05,23380.021,0.023680344251449693,0.11156134630148158,28.060038440495106,8.764473458384806,13.744153447288781,37.57446944179637,0.00895923670254195,99194.5553865793,0.0
2024-10-28,-1.0,-0.013129141684050088,24251.1,24492.6,24134.9,24339.15,0,25124.01,23394.151750000005,-0.013129141684050088,0.1133221620588652,29.071150642036166,9.099309414294632,13.828133371512893,34.03300419495457,-0.006548584000529489,98544.97150823512,0.0
2024-10-29,-1.0,-0.024498518587775023,24328.85,24484.5,24140.85,24466.85,0,25121.894000000004,23408.762000000002,-0.024498518587775023,0.12292974416063102,30.01004054346715,6.949392129691025,12.59949169355421,31.00914216985977,-0.00524669103070563,98027.93649010173,0.0
2024-10-30,-1.0,-0.0369208577770602,24371.45,24498.2,24307.3,24340.85,0,25114.734000000004,23422.37275,-0.0369208577770602,0.12063271325917636,30.793779252799244,5.92556047049682,12.325788146835238,29.444071984944852,0.005149825171609779,98532.7632249594,0.0
2024-10-31,-1.0,-0.0734697789903839,24349.85,24372.45,24172.6,24205.35,0,25103.437000000005,23435.163499999995,-0.0734697789903839,0.11278469147575024,31.876048527462217,6.217945561560654,11.66218722191245,31.487588707079166,0.005566773551457738,99081.27280523216,0.0
2024-11-01,-1.0,-0.08536821453094048,24302.75,24368.25,24280.2,24304.35,0,25093.29400000001,23447.212249999997,-0.08536821453094048,0.10605031465054379,32.881012853934976,6.778101460040819,11.135904170779627,30.06663876499279,-0.004090004895611843,98676.0299143953,0.0
2024-11-04,-1.0,-0.10635595436590314,24315.75,24316.75,23816.15,23995.35,0,25076.738000000012,23456.701999999994,-0.10635595436590314,0.0919067622463942,34.785239506366416,9.126573440863725,9.688904320483333,38.20505939177564,0.012713773460306443,99930.57460468935,0.0
2024-11-05,-1.0,-0.12952464511035003,23916.5,24229.05,23842.75,24213.3,0,25060.792000000012,23467.606999999993,-0.12952464511035003,0.08698155577107398,36.553449969338466,11.168868586005244,8.744620567452232,34.48158192993584,-0.009083009833155131,99022.90421292212,0.0
2024-11-06,-1.0,-0.10615415768988362,24308.75,24537.6,24204.05,24484.05,0,25050.118000000013,23482.16774999999,-0.10615415768988362,0.10856492101914308,36.34427611107998,4.481891247085494,15.704652480153639,31.616345651321527,-0.011181871120417242,97915.6428600438,0.0
2024-11-07,-1.0,-0.11066689352834645,24489.6,24503.35,24179.05,24199.35,0,25033.05800000001,23495.853499999987,-0.11066689352834645,0.12036378485456076,36.21630259125425,-0.9223407868943202,14.447636622433762,29.702771066882267,0.011627978214388546,99054.20382206822,0.0
2024-11-08,-1.0,-0.1482428146645937,24207.7,24276.15,24066.65,24148.2,0,25012.98300000001,23508.482499999987,-0.1482428146645937,0.11206269489322486,36.39375504709402,0.1361395556835866,13.685563122238605,30.966004027694442,0.0021136931363857636,99263.57401281707,0.0
2024-11-11,-1.0,-0.16764631792087445,24087.25,24336.8,24004.6,24141.3,0,24991.091000000015,23521.329999999987,-0.16764631792087445,0.1084297703848072,36.71752256244247,1.383962291361179,12.554708045517676,29.950672882288647,0.0002857355827764474,99291.93714798609,0.0
2024-11-12,-1.0,-0.19908461137959835,24225.8,24242.0,23839.15,23883.45,0,24963.186000000016,23534.553249999986,-0.19908461137959835,0.1108993317624775,37.41658486546582,2.8104542030583217,11.331856417081774,31.03370380315128,0.010680866399075395,100352.4610631691,0.0
2024-11-13,-1.0,-0.2493728665147107,23822.45,23873.6,23509.6,23559.05,0,24928.770000000015,23545.078999999983,-0.2493728665147107,0.10096792995972663,38.709299794143455,5.42459592232492,10.326628793023387,36.10041185099547,0.013582627300494754,101715.51114047754,0.0
2024-11-14,-1.0,-0.27134356968698126,23542.15,23675.9,23484.15,23532.7,0,24895.450000000015,23555.979499999987,-0.27134356968698126,0.09104166870046895,39.95357300734822,6.780384022230597,9.84427069934494,35.03411684025436,0.0011184661520731165,101829.27649682898,0.0
2024-11-18,-1.0,-0.26935143611177204,23605.3,23606.8,23350.4,23453.8,0,24861.624000000014,23564.56049999999,-0.26935143611177204,0.08274128109744436,41.33620304042513,6.786232921420907,9.22384425944399,36.11374952013563,0.0033527814487925856,102170.68780601153,0.0
2024-11-19,-1.0,-0.243012277343851,23529.55,23780.65,23464.8,23518.5,0,24834.951000000015,23574.542499999992,-0.243012277343851,0.07880377039725972,41.57145160666647,4.049396530870204,12.72488901629937,33.23796508439233,-0.002758614808687776,101888.83823361606,0.0
2024-11-21,-1.0,-0.2349122486929993,23488.45,23507.3,23263.15,23349.9,0,24803.221000000016,23582.66349999999,-0.2349122486929993,0.07682299018478533,42.19816216129789,2.0852401949685437,11.925889382235907,36.109495985026,0.007168824542381436,102619.26143773994,0.0
2024-11-22,-1.0,-0.21907431989699858,23411.8,23956.1,23359.0,23907.25,0,24780.544000000013,23593.71274999999,-0.21907431989699858,0.08131759078675321,40.65009231288561,-2.2163269700043604,20.51713069005924,31.11464852224877,-0.02386948123974819,100169.792902015,0.0
2024-11-25,-1.0,-0.14759373389449615,24253.55,24351.55,24135.45,24221.9,0,24766.613000000012,23605.553249999994,-0.14759373389449615,0.09706176742929018,37.84895679946701,-10.306622703629866,27.25865864974834,28.05192027632933,-0.013161279528176584,98851.43025735203,0.0
2024-11-26,-1.0,-0.1526156972179444,24343.3,24343.3,24125.4,24194.5,0,24742.725000000013,23617.66724999999,-0.1526156972179444,0.10152916691757144,35.27829229912294,-13.214730171866975,25.911550198231048,26.89354210094102,0.0011312077087264338,98963.25175727777,0.0
2024-11-27,-1.0,-0.18379582222244284,24204.8,24354.55,24145.65,24274.9,0,24721.09300000001,23629.394749999992,-0.18379582222244284,0.10099953916563525,32.85358304364354,-13.198180817215594,24.915089045895446,25.58797301851795,-0.0033230692926078387,98634.39001426654,0.0
2024-11-28,-1.0,-0.20621819140778241,24274.15,24345.75,23873.35,23914.15,0,24691.701000000012,23639.312999999995,-0.20621819140778241,0.09165066884411849,31.439988784632085,-10.880071750486286,22.280933775643792,28.97687656209679,0.014861029293632533,100100.19857362813,0.0
2024-11-29,-1.0,-0.22305243542427347,23927.15,24188.45,23927.15,24131.1,0,24665.952000000012,23651.37899999999,-0.22305243542427347,0.09303771947014304,30.127365544121453,-8.298082726320928,20.899245307724655,27.179958327640584,-0.009072034757664271,99192.08609291908,0.0
2024-12-02,-1.0,-0.19350226215683664,24140.85,24301.7,24008.65,24276.05,0,24643.92200000001,23663.84674999999,-0.19350226215683664,0.10378368440738975,28.470482870879884,-9.44499673359839,22.0810574954872,25.36988625956862,-0.006006771344862161,98596.26191253903,0.0
2024-12-03,-1.0,-0.16704402895134537,24367.5,24481.35,24280.0,24457.15,0,24624.749000000007,23678.051999999992,-0.16704402895134537,0.11277566521597963,26.589491185635882,-11.743059157643113,25.210975539888125,24.15619689043745,-0.0074600274756395635,97860.73108967615,0.0
2024-12-04,-1.0,-0.18520996779652205,24488.75,24573.2,24366.3,24467.45,0,24598.27900000001,23691.673249999993,-0.18520996779652205,0.1175907716694576,25.15467304426513,-11.646482575138275,26.15779270170756,22.963883066809153,-0.00042114473681520437,97819.51755783685,0.0
2024-12-05,-1.0,-0.20744576929495745,24539.15,24857.75,24295.55,24708.4,0,24573.666000000005,23706.014749999995,-0.20744576929495745,0.11809565246331255,24.68749390883598,-7.15319170089045,29.244307900536654,20.065667622174168,-0.009847777353177323,96856.21272813206,0.0
2024-12-06,-1.0,-0.2027174340123615,24729.45,24751.05,24620.5,24677.8,0,24548.414000000008,23719.849749999998,-0.2027174340123615,0.1189299704697094,24.253684711651765,-3.5817930570112386,28.34955661919282,19.45174364500149,0.0012384452251057443,96976.16384230703,0.0
2024-12-09,-1.0,-0.2154949123179035,24633.9,24705.0,24580.05,24619.0,0,24520.71100000001,23732.741249999995,-0.2154949123179035,0.11274142989386556,23.67369669279804,-4.106521381966148,27.482860247663215,19.846767881292568,0.002382708345152307,97207.22975717494,0.0
2024-12-10,-1.0,-0.24369395106338299,24652.65,24677.8,24510.65,24610.05,0,24488.59100000001,23745.180249999994,-0.24369395106338299,0.10679030544869447,22.826559917459953,-5.884156618504255,26.323498110196297,20.761034185329667,0.0003635403550104055,97242.56850799045,0.0
2024-12-11,-1.0,-0.2563669544492308,24620.5,24691.75,24583.85,24641.8,0,24457.848000000013,23757.404499999993,-0.2563669544492308,0.10392078074840089,22.090250632353985,-6.688630343590429,25.941868498449438,20.16953676541953,-0.0012901233439184256,97117.11360033571,0.0
2024-12-12,-1.0,-0.2286207483313383,24604.45,24675.25,24527.95,24548.7,0,24432.60500000001,23769.872749999995,-0.2286207483313383,0.1039895243583212,21.1387126883152,-7.394225127430289,24.89894880387126,20.884340615369382,0.003778133090926783,97484.03498092442,0.0
2024-12-13,-1.0,-0.18732228608176119,24498.35,24792.3,24180.8,24768.3,0,24412.03300000001,23782.626999999993,-0.18732228608176119,0.1061669005130584,20.41838917781749,-7.568322706523933,21.105578250403678,26.351579580543465,-0.008945483874909899,96611.99311794141,0.0
2024-12-16,-1.0,-0.13182794057366748,24753.4,24781.25,24601.75,24668.25,0,24400.39600000001,23794.90474999999,-0.13182794057366748,0.10530977705800132,19.749517346641053,-6.571806723320709,20.135814102231915,25.14077091082994,0.004039437506813126,97002.25122655001,0.0
2024-12-17,-1.0,-0.10326464821673209,24584.8,24624.1,24303.45,24336.0,0,24386.824000000008,23805.974499999993,-0.10326464821673209,0.09817039976281788,20.104956540235033,-1.5350507567118532,18.295899388741386,30.315356082705456,0.013468730047733413,98308.74836234283,0.0
2024-12-18,-1.0,-0.10454748357363555,24297.95,24394.45,24149.85,24198.85,0,24374.88600000001,23815.97699999999,-0.10454748357363555,0.08855782454855628,20.857294729672752,5.609136484644812,17.163448548834054,32.32581685734955,0.005635683760683796,98862.78537902165,0.0
2024-12-19,-1.0,-0.13600376990459123,23877.15,24004.9,23870.3,23951.7,0,24353.65700000001,23825.97974999999,-0.13600376990459123,0.08403457711843867,22.216825009027463,10.50421802487389,15.752996060227206,36.661525304779474,0.01021329525989867,99872.50019631357,0.0
2024-12-20,-1.0,-0.20151068603971545,23960.7,24065.8,23537.35,23587.5,0,24325.76800000001,23834.003249999994,-0.20151068603971545,0.0756897355082373,24.10655555620752,15.578534362427114,13.790055942456272,39.94411941643862,0.015205601272561098,101391.12161239248,0.0
2024-12-23,-1.0,-0.21676005373647586,23738.2,23869.55,23647.2,23753.45,0,24300.868000000013,23841.076749999993,-0.21676005373647586,0.06336360627521131,25.861305350017577,16.404145684674727,12.868387135001052,37.27442401701297,-0.00703550609432968,100677.78375837757,0.0
2024-12-24,-1.0,-0.20403055722640046,23769.1,23867.65,23685.15,23727.65,0,24276.13600000001,23847.822999999993,-0.20403055722640046,0.057983335216666765,27.4907158728412,14.038340354112705,12.295742659965873,35.61570853468152,0.0010861580107310864,100787.13573970938,0.0
2024-12-26,-1.0,-0.2151651537714779,23775.8,23854.5,23653.6,23750.2,0,24248.58100000001,23854.545999999995,-0.2151651537714779,0.056495980199392316,29.066058089672758,12.392076487558283,11.679587333908223,34.6179240204252,-0.000950368030546711,100691.350868012,0.0
2024-12-27,-1.0,-0.21598989229589388,23801.4,23938.85,23800.6,23813.4,0,24223.702000000005,23861.8315,-0.21598989229589388,0.05874121088540112,30.03049409719998,9.238676199290591,13.272802373379694,32.948258559608995,-0.0026610302229033156,100423.40814016726,0.0
2024-12-30,-1.0,-0.2120000341463548,23796.9,23915.35,23599.3,23644.9,0,24197.174000000003,23867.68575,-0.2120000341463548,0.05508279218563093,31.365281153806045,7.9103367131513656,12.210280785934383,35.40940957607367,0.0070758480519371725,101133.98891702475,0.0
2024-12-31,-1.0,-0.2007496624586977,23560.6,23689.85,23460.45,23644.8,0,24175.073000000004,23873.442000000003,-0.2007496624586977,0.04865720386971345,32.87460415425983,9.470740134525558,11.491223161614704,36.88859978479581,4.229241823860974e-06,101134.41663712048,0.0
2024-12-31,-1.0,-0.1912868006817658,23560.6,23689.85,23460.45,23644.8,0,24150.888000000003,23880.00275,-0.1912868006817658,0.05160533840193994,34.27611836896691,9.280443560786159,10.805917417396884,34.688662582886955,-0.0,101134.41663712048,0.0
2025-01-01,-1.0,-0.18593118622642485,23637.65,23822.8,23562.8,23742.9,0,24130.124,23887.03875,-0.18593118622642485,0.0569534548055407,34.75373818494605,5.716065878295083,13.542329302960383,32.3349424438616,-0.004148903775883062,100714.819674063,0.0
2025-01-02,-1.0,-0.109449391674576,23783.0,24226.7,23751.55,24188.65,0,24124.454999999994,23897.9935,-0.109449391674576,0.07533814040285587,33.20007402768921,-3.13934130374557,21.914134229953632,28.464598750051024,-0.0187740335005413,98823.99627550115,0.0
2025-01-03,-1.0,-0.059195717353144515,24196.4,24196.45,23976.0,24004.75,0,24115.839999999997,23907.284,-0.059195717353144515,0.08475412214919249,31.757385881664998,-8.621669091640205,20.69838811793174,26.885447828663654,0.007602739301283967,99575.32935589486,0.0
2025-01-06,-1.0,-0.10065305102227433,24045.8,24089.95,23551.9,23616.05,0,24100.173,23915.2475,-0.10065305102227433,0.0721985299728231,31.626723177356997,-4.738998018558704,18.064264927961833,33.494967791104884,0.016192628542267662,101187.71567612884,0.0
2025-01-07,-1.0,-0.10418463549268864,23679.9,23795.2,23637.8,23707.9,0,24090.714999999997,23923.5085,-0.10418463549268864,0.06786425425824306,31.50539352335671,-0.7934921320264463,17.275914232672463,32.03319886487867,-0.003889304096154955,100794.16587906911,0.0
2025-01-08,-1.0,-0.09320265045401614,23746.65,23751.85,23496.15,23688.95,0,24077.710999999996,23932.866,-0.09320265045401614,0.07367057355354777,31.743496088390142,0.36922228831075377,16.18988498005126,33.501932522243045,0.0007993116218644181,100874.73182727238,0.0
2025-01-09,-1.0,-0.13204672422550148,23674.75,23689.5,23503.05,23526.5,0,24058.903999999995,23941.303000000004,-0.13204672422550148,0.07438081249664366,31.964591327349755,1.4575212452198605,15.428272372919299,31.925917979603362,0.0068576277124988705,101566.49318374199,0.0
2025-01-10,-1.0,-0.1536441732355805,23551.9,23596.6,23344.35,23431.5,0,24040.716999999993,23948.40075,-0.1536441732355805,0.06490969364053135,32.55835116529361,2.5669985266729687,14.438648047475528,33.91358953250535,0.004037999702463213,101976.61865299816,0.0
2025-01-13,-1.0,-0.16864858016809234,23195.4,23340.95,23047.25,23085.95,0,24018.32899999999,23953.346750000004,-0.16864858016809234,0.050305323816338336,33.72411678007623,5.504608004235544,13.063985390121157,38.04613851380463,0.014747241960608504,103480.49252259864,0.0
2025-01-14,-1.0,-0.18699109514913884,23165.9,23264.95,23134.15,23176.05,0,23995.762999999988,23959.2035,-0.18699109514913884,0.04510844006984025,34.806613422374376,6.905332047273202,12.468452177331377,36.31177197658355,-0.0039028066854513987,103076.62816456764,0.0
2025-01-15,-1.0,-0.15908267390294392,23250.45,23293.65,23146.45,23213.2,0,23980.119999999984,23964.65125,-0.15908267390294392,0.0471938227170478,35.64291838532449,5.689701579914661,12.741202065857097,34.902713690785404,-0.0016029478707546563,102911.40170292667,0.0
2025-01-16,0.0,0.0,23377.25,23391.65,23272.05,23311.8,0,23962.089999999986,23969.575749999996,-0.14032894057172726,0.04329129722528844,35.842079183424474,2.974910970179248,14.774865689270019,33.21976270752004,-0.004247583271586697,102474.2769545978,0.0
2025-01-17,0.0,0.0,23277.1,23292.1,23100.35,23203.2,0,23936.472999999984,23973.28175,-0.1820132676567126,0.03601345961585525,36.441664364993294,2.2409668339550857,13.918460492462067,36.00094383401954,-0.0,102474.2769545978,1.0
2025-01-20,0.0,0.0,23290.4,23391.1,23170.65,23344.75,0,23919.380999999983,23977.738999999998,-0.17823570481540876,0.034056714583283465,36.42860531090279,1.6364176990869437,15.81201593519443,33.80118640298901,0.0,102474.2769545978,0.0
2025-01-21,0.0,0.0,23421.65,23426.3,22976.85,23024.65,0,23896.90999999998,23980.689,-0.16528333142481746,0.03089793911924555,36.891909507277,1.2355229930612648,13.941633051774662,34.903422047902396,-0.0,102474.2769545978,0.0
2025-01-22,0.0,0.0,23099.15,23169.55,22981.3,23155.35,0,23877.19099999998,23983.892499999994,-0.1763841631186123,0.025663387194250098,37.32212054676734,2.4527846406382356,13.235445398400644,33.13545371742094,0.0,102474.2769545978,0.0
2025-01-23,0.0,0.0,23128.3,23270.8,23090.65,23205.35,0,23863.628999999986,23987.350749999994,-0.13926905194016895,0.02777964386259154,37.11415154530857,0.6024140278988169,15.367181531082291,31.491520871744573,0.0,102474.2769545978,0.0
2025-01-24,0.0,0.0,23183.9,23347.3,23050.0,23092.2,0,23854.291999999983,23989.480249999993,-0.09590324087953911,0.023297927973946593,36.47765007886688,-2.262654038755044,16.206994818176785,28.939806281439335,-0.0,102474.2769545978,0.0
2025-01-27,0.0,0.0,22940.15,23007.45,22786.9,22829.15,0,23840.220999999983,23990.412249999998,-0.09809069693466613,0.01276297675350178,36.63568622888626,-1.2891721796151268,14.874128568142615,33.64704728610548,-0.0,102474.2769545978,0.0
2025-01-28,0.0,0.0,22960.45,23137.95,22857.65,22957.25,0,23830.289999999983,23991.4295,-0.10061920932300328,0.008125436565075738,36.0654478201051,-1.130013194025861,17.125731310985213,30.880701843758306,0.0,102474.2769545978,0.0
2025-01-29,0.0,0.0,23026.75,23183.35,22976.5,23163.1,0,23823.181999999983,23994.647999999994,-0.07147165288442872,0.017656011726085233,35.293339211369606,-3.6640422377519077,17.305568880585508,29.000628400200423,0.0,102474.2769545978,0.0
2025-01-30,0.0,0.0,23169.5,23322.05,23139.2,23249.5,0,23821.173999999985,23999.532999999992,-0.03825383576951087,0.033776645114013744,33.861380268755575,-6.1112995528114356,20.253707629136294,27.540348300312683,0.0,102474.2769545978,0.0
2025-01-31,0.0,0.0,23296.75,23546.8,23277.4,23508.4,0,23813.196999999982,24006.335499999994,-0.04191295688376385,0.0487087787243222,31.524208029857373,-10.679440556585313,24.737882571691216,25.308900817716435,0.0,102474.2769545978,0.0
2025-02-01,0.0,0.0,23528.6,23632.45,23318.3,23482.15,0,23798.401999999984,24013.766999999996,-0.09559562429627046,0.05930948739712569,29.536501036292936,-12.772306380119042,24.95113903991011,23.172345799708186,-0.0,102474.2769545978,0.0
2025-02-03,0.0,0.0,23319.35,23381.6,23222.0,23361.05,0,23781.732999999986,24019.837249999997,-0.13212841602073142,0.05624244483296123,27.568185020760634,-12.549159063250345,23.20419589972435,24.141680625476805,-0.0,102474.2769545978,0.0
2025-02-04,0.0,0.0,23509.9,23762.75,23423.15,23739.25,0,23771.019999999986,24026.851499999993,-0.11505814550068448,0.054487494610892195,26.835668592494336,-9.14405007038564,30.67933531970436,21.624070238800126,0.0,102474.2769545978,0.0
2025-02-05,0.0,0.0,23801.75,23807.3,23680.45,23696.3,0,23766.66299999999,24033.492999999995,-0.06336796397468629,0.05685196722137691,26.292850566611918,-4.626109601296952,30.831435132887542,20.883448327317367,-0.0,102474.2769545978,0.0
2025-02-06,0.0,0.0,23761.95,23773.55,23556.25,23603.35,0,23756.10799999999,24039.49774999999,-0.06273184743438284,0.05263382095651595,25.23287076784413,-5.972639806330344,28.99912911882256,23.03911913561602,-0.0,102474.2769545978,0.0
2025-02-07,0.0,0.0,23649.5,23694.5,23443.2,23559.95,0,23741.785999999986,24044.44574999999,-0.10467182540520753,0.045572859509005796,23.769856965070364,-9.595740085882461,27.00066578212883,24.551584607184058,-0.0,102474.2769545978,0.0
2025-02-10,0.0,0.0,23543.8,23568.6,23316.3,23381.6,0,23720.27499999999,24049.25399999999,-0.15083699737347017,0.040584250559055665,22.239747304394847,-11.862001319578797,25.128327735036553,26.336896778271612,-0.0,102474.2769545978,0.0
2025-02-11,0.0,0.0,23383.55,23390.05,22986.65,23071.8,0,23692.361999999994,24051.395999999986,-0.20817304982865156,0.028905844086651134,21.93058776812148,-7.737821896243115,22.44798417921261,32.24417843073453,-0.0,102474.2769545978,0.0
2025-02-12,0.0,0.0,23050.8,23144.7,22798.35,23045.25,0,23659.098999999995,24053.597999999987,-0.257905947549073,0.018062930351175652,22.167035729566063,-0.3269442491121064,20.43278311980408,34.23018627470603,-0.0,102474.2769545978,0.0
2025-02-13,0.0,0.0,23055.75,23235.5,22992.2,23031.4,0,23626.17099999999,24055.51399999999,-0.2793769570125703,0.017121667282856322,21.99019114020146,0.27178191806888224,21.506721867187238,32.05334861356531,-0.0,102474.2769545978,0.0
2025-02-14,0.0,0.0,23096.45,23133.7,22774.85,22929.25,0,23592.375999999993,24057.78099999999,-0.28201834735972736,0.017390329712854362,22.414060850802535,1.114380489345239,19.533597171249898,34.669456987889646,-0.0,102474.2769545978,0.0
2025-02-17,0.0,0.0,22809.9,22974.2,22725.45,22959.5,0,23559.36499999999,24060.36499999999,-0.2827627041216307,0.020165854697606497,22.933677884611004,4.290489056662652,18.28152987409359,33.72015320774217,0.0,102474.2769545978,0.0
